instance,seed,bestCost,bestCostBefSP,tempAtBest,timeAtBest,iterAtBest,totalIter,pool,totalTime
26_2.0,5,566.4558065453755,566.4558065453755,100.0,0.003000020980834961,0,1989,140,4.069999933242798
30_2.5,3,477.659808240534,477.659808240534,99.0025043378558,0.03600001335144043,2,6563,481,7.0299999713897705
26_2.5,1,536.3407048268905,536.3843020182563,0.000756271505508721,4.343999862670898,147,147,186,4.343999862670898
30_2.5,4,477.65980824053446,477.65980824053446,98.43474300559686,0.05500006675720215,3,6789,441,7.003999948501587
26_2.5,2,536.3407048268905,536.3843020182807,0.0008999768258632912,4.022000074386597,2020,2020,156,4.022000074386597
O49,5,101.29106938309363,101.29106938309363,99.42748867267017,0.05099987983703613,3,2146,709,15.0239999294281
26_2.5,3,536.384302018294,541.7886397647596,0.0008999768258632912,4.688000202178955,2486,2486,156,4.688000202178955
30_2.5,5,477.65980824053565,477.65980824053565,99.80010087105886,0.009999990463256836,1,6569,451,7.034999847412109
45_3.0,2,705.9472538532775,705.9472538532775,3.5132818104416152,13.002000093460083,2697,1212,862,16.039999961853027
S52,3,118.71094016154566,118.71094016154566,99.37371089855776,0.0710000991821289,5,9033,304,21.960999965667725
26_2.5,4,531.5861363039161,537.7735665520511,0.0008999768258632912,4.238000154495239,1844,1844,172,4.238000154495239
26_2.5,5,536.3407048268905,541.7886397647608,0.0007562387228432499,4.081000089645386,2606,2606,185,4.081000089645386
30_3.0,1,475.0,475.0,99.57188476426262,0.01900005340576172,2,7135,518,7.015000104904175
26_3.0,1,493.79922461336946,493.79922461336946,71.61390584647656,0.6159999370574951,388,2232,171,4.332000017166138
30_3.0,2,475.0,475.0,99.7430206529345,0.009999990463256836,1,7076,539,7.016000032424927
26_3.0,2,493.79922461335855,493.79922461335855,43.230620924234486,1.371000051498413,484,1794,185,4.230000019073486
45_3.0,3,705.947253853274,705.947253853274,3.135112768201531,13.171000003814697,1300,993,813,16.009999990463257
26_3.0,3,498.58390586853324,498.58390586853324,98.80360350742343,0.029000043869018555,12,2596,153,4.273999929428101
O52,1,110.83119016415611,110.83119016415611,93.99302601704598,0.7339999675750732,213,11522,718,23.971999883651733
30_3.0,3,475.0,475.0,99.7715553189025,0.00800013542175293,1,6989,544,7.006999969482422
26_3.0,4,493.7992246133926,498.58390586853346,0.0008999768258632912,4.046000003814697,2575,2575,163,4.046000003814697
S52,4,118.71094016154518,118.71094016154518,98.6229536671473,0.15700006484985352,2,9606,365,21.953999996185303
26_3.0,5,498.5839058685335,498.5839058685335,99.35105567965508,0.01399993896484375,9,2648,161,4.270999908447266
30_3.0,4,475.0,475.0,99.6859635641215,0.013000011444091797,1,7072,527,7.052000045776367
45_3.0,4,705.9472538533112,705.9472538533112,43.1484764841944,5.495999813079834,1193,3987,798,16.043999910354614
30_3.0,5,475.0,475.0,99.60040174037388,0.015000104904174805,7,7235,532,7.023000001907349
36_1.0,1,953.5697092926198,953.5697092926198,99.11624303246326,0.03699994087219238,1,1488,155,7.04200005531311
O52,2,110.83119016415543,110.83119016415543,94.77022566535473,0.6389999389648438,39,11945,801,23.997999906539917
S103,1,246.7613512871503,246.7613512871503,98.67111098108727,0.6909999847412109,12,10798,1044,101.82000017166138
S52,5,118.71094016154592,118.71094016154592,99.36464720473802,0.07500004768371582,20,9935,315,21.956000089645386
O103,1,221.66238032832106,221.66238032832106,70.54152134776884,16.01699995994568,1451,10772,1274,99.7739999294281
45_3.0,5,705.9472538533038,705.9472538533038,22.278400270080567,8.457000017166138,998,2976,810,16.019999980926514
36_1.0,2,953.5697092926196,953.5697092926196,98.94565270084459,0.04200005531311035,3,1436,148,7.03600001335144
36_1.0,3,953.5697092926185,953.5697092926185,99.514876651834,0.02200007438659668,1,1587,153,7.122999906539917
36_1.0,4,953.5697092926196,953.5697092926196,97.9251557778262,0.07500004768371582,5,1465,160,7.045000076293945
51_1.0,1,1442.0020719279375,1442.0020719279375,86.431884765625,1.133000135421753,1,1351,327,16.242000102996826
S53,1,123.1105913685235,123.1105913685235,99.64793004058787,0.039999961853027344,2,8915,283,20.967999935150146
O52,3,110.831190164155,110.831190164155,94.502702288721,0.6719999313354492,182,11614,776,24.08299994468689
36_1.0,5,953.5697092926184,953.5697092926184,95.95602151690895,0.14499998092651367,26,1518,156,7.023000001907349
36_1.5,1,749.8407543859809,749.8407543859809,90.4876537552476,0.39300012588500977,97,1865,303,8.19700002670288
51_1.0,2,1442.0020719279385,1442.0020719279385,77.82547862078995,1.9059998989105225,144,1278,335,16.366999864578247
36_1.5,2,749.84075438598,749.84075438598,80.19202576861382,0.8399999141693115,112,1679,303,8.319000005722046
S53,2,123.11059136852305,123.11059136852305,99.70497851262861,0.03699994087219238,8,8381,274,20.95300006866455
O52,4,110.83119016415557,110.83119016415557,96.31786654995284,0.44899988174438477,58,11784,701,23.983999967575073
